product_id,ProductType,Brand,Material,ProductTitle,Image,prompt_text,hit,rank,retrieved_ids
140,CHAIR,Rivet,Metal,"Amazon Brand - Rivet Willard Contemporary Accent Lounge Chair, 26""W, Navy",B07J2YB486.jpg,"a photo of a Amazon Brand - Rivet Willard Contemporary Accent Lounge Chair, 26""W, Navy",1,0,140_img|141_img|1493_img|2284_img|2012_img|4178_img|1732_img|4253_img|4840_img|687_img|5366_img|495_img|1792_img|190_img|4837_img|1204_img|2183_img|4993_img|2031_img|1539_img
141,CHAIR,Stone & Beam,Stone,"Amazon Brand - Stone & Beam Modern Sweeping Arm Accent Chair, 28""W, Sea Blue",B073GC43L7.jpg,"a photo of a Amazon Brand - Stone & Beam Modern Sweeping Arm Accent Chair, 28""W, Sea Blue",1,0,141_img|495_img|2416_img|1690_img|4488_img|140_img|4840_img|5241_img|2284_img|2733_img|1732_img|1511_img|4178_img|4206_img|3041_img|5356_img|1539_img|3354_img|4916_img|1734_img
147,SOFA,Rivet,metal,"Amazon Brand - Rivet Edgewest Modern Left-Facing Sofa Chaise Sectional, Leather, 115""W, Saddle",B07BWM2CSV.jpg,"a photo of a Amazon Brand - Rivet Edgewest Modern Left-Facing Sofa Chaise Sectional, Leather, 115""W, Saddle",1,0,147_img|163_img|50_img|5505_img|1301_img|2321_img|3504_img|3224_img|748_img|1874_img|1585_img|5278_img|1619_img|866_img|2443_img|789_img|321_img|704_img|5013_img|5053_img
150,CHAIR,Rivet,Metal frame with cotton fabric,"Amazon Brand - Rivet Ferry Modern Industrial Dining Room Kitchen Chairs, 36 Inch Height, Set of 2, Grey, Black Metal",B07B7BGYVB.jpg,"a photo of a Amazon Brand - Rivet Ferry Modern Industrial Dining Room Kitchen Chairs, 36 Inch Height, Set of 2, Grey, Black Metal",1,1,2899_img|150_img|1758_img|4523_img|4046_img|201_img|4297_img|1204_img|593_img|1691_img|140_img|33_img|2992_img|4367_img|4586_img|4657_img|5064_img|648_img|3815_img|5440_img
153,CHAIR,AmazonBasics,PVC,AmazonBasics High-Back Bonded Leather Executive Office Computer Desk Chair - Black,B082L1F4MS.jpg,a photo of a AmazonBasics High-Back Bonded Leather Executive Office Computer Desk Chair - Black,1,3,4657_img|3426_img|4294_img|153_img|33_img|2575_img|210_img|1461_img|4116_img|3960_img|4968_img|201_img|1542_img|1156_img|1707_img|4453_img|658_img|1204_img|1256_img|4837_img
158,HOME_BED_AND_BATH,Pinzon by Amazon,100% cotton,"Pinzon by Amazon Spannbetttuch, agyptischer Baumwollsatin, 160 x 200 x 20 cm, Wei",B00MPM1FPA.jpg,"a photo of a Pinzon by Amazon Spannbetttuch, agyptischer Baumwollsatin, 160 x 200 x 20 cm, Wei",1,0,158_img|1125_img|1612_img|5417_img|890_img|2756_img|3341_img|3883_img|319_img|540_img|5148_img|5427_img|5219_img|2672_img|1682_img|755_img|2094_img|4341_img|5355_img|1099_img
162,HOME_BED_AND_BATH,AmazonBasics,tela,"AmazonBasics - Juego de cortinas que no dejan pasar la luz, con ojales, 168 x 229 cm, Beige",B07BHY68MP.jpg,"a photo of a AmazonBasics - Juego de cortinas que no dejan pasar la luz, con ojales, 168 x 229 cm, Beige",1,0,162_img|320_img|3187_img|2478_img|5352_img|2662_img|1992_img|1887_img|4409_img|2501_img|4667_img|1342_img|799_img|5200_img|1800_img|3223_img|1639_img|2835_img|4588_img|744_img
163,SOFA,Rivet,Leather,"Amazon Brand - Rivet Edgewest Modern Right-Facing L-Shape Sectional, Leather, 116""W, Saddle",B07BWK7JWZ.jpg,"a photo of a Amazon Brand - Rivet Edgewest Modern Right-Facing L-Shape Sectional, Leather, 116""W, Saddle",1,0,163_img|147_img|987_img|50_img|1499_img|2321_img|1301_img|5175_img|3224_img|1619_img|201_img|748_img|5013_img|2443_img|5505_img|1542_img|866_img|3815_img|1486_img|1585_img
169,SOFA,Movian,Schaumstoff,"Amazon Brand - Movian Scutari - 3 Seater Sofa Bed, 182 x 83 x 81, Dark Grey",B07R3CYRX5.jpg,"a photo of a Amazon Brand - Movian Scutari - 3 Seater Sofa Bed, 182 x 83 x 81, Dark Grey",1,1,2404_img|169_img|4955_img|4830_img|2497_img|3815_img|2448_img|1874_img|1156_img|294_img|4866_img|50_img|1915_img|782_img|4200_img|5383_img|1856_img|4870_img|789_img|3060_img
175,KITCHEN,Amazon Brand - Solimo,Aluminium,"Amazon Brand - Solimo Non Stick Handi with Stainless Steel Lid (4.25L, Hammertone finish, 3 coat, 2.9mm thickness)",B07P8ZW575.jpg,"a photo of a Amazon Brand - Solimo Non Stick Handi with Stainless Steel Lid (4.25L, Hammertone finish, 3 coat, 2.9mm thickness)",1,1,325_img|175_img|1882_img|5071_img|3949_img|2872_img|739_img|4271_img|4390_img|3232_img|4265_img|1620_img|1226_img|871_img|926_img|4725_img|381_img|2587_img|1706_img|54_img
178,HOME_BED_AND_BATH,Amazon Brand - Solimo,polyresin,"Amazon Brand - Solimo Room Darkening Blackout Door Curtain, 7 Feet (Maroon)",B07PPFV5B6.jpg,"a photo of a Amazon Brand - Solimo Room Darkening Blackout Door Curtain, 7 Feet (Maroon)",1,0,178_img|3301_img|4588_img|227_img|744_img|1928_img|5306_img|1015_img|4474_img|2812_img|4667_img|5161_img|4409_img|1232_img|2009_img|638_img|873_img|2211_img|739_img|162_img
179,HOME_FURNITURE_AND_DECOR,Movian,Wood,"Amazon Brand - Movian Desk, 138 x 74.5 x 69 cm, Dark Oak",B082YNV6F7.jpg,"a photo of a Amazon Brand - Movian Desk, 138 x 74.5 x 69 cm, Dark Oak",1,0,179_img|3818_img|1074_img|1573_img|4907_img|2281_img|1585_img|4602_img|1653_img|1856_img|3194_img|5401_img|1577_img|4447_img|633_img|2515_img|1382_img|3175_img|5152_img|3937_img
180,HOME_FURNITURE_AND_DECOR,Amazon Brand - Solimo,Synthetic Wood,"Amazon Brand - Solimo Collage Photo Frames, Set of 3, Tabletop (2 pcs - 4x6 inch, 1 pc - 6x8 inch), Golden",B07LH5Y15K.jpg,"a photo of a Amazon Brand - Solimo Collage Photo Frames, Set of 3, Tabletop (2 pcs - 4x6 inch, 1 pc - 6x8 inch), Golden",1,0,180_img|3856_img|743_img|625_img|1110_img|1644_img|2694_img|5014_img|1064_img|54_img|710_img|2834_img|3723_img|5532_img|2605_img|860_img|2462_img|952_img|384_img|1129_img
184,WALL_ART,Rivet,wood,"Amazon Brand - Rivet Canvas Print of Gold Rhinoceros, 15"" x 10""",B073P1N45G.jpg,"a photo of a Amazon Brand - Rivet Canvas Print of Gold Rhinoceros, 15"" x 10""",1,0,184_img|579_img|4812_img|5222_img|754_img|384_img|1129_img|4944_img|5036_img|962_img|4302_img|246_img|3313_img|5318_img|5078_img|545_img|952_img|2035_img|4334_img|5330_img
186,FINENECKLACEBRACELETANKLET,Amazon Collection,metal,"Amazon CollectionAmazon Collection 14k Gold-Filled Medium Round Saint Christopher Pendant Necklace with Stainless Steel Chain, 20""",B005INC8TU.jpg,"a photo of a Amazon CollectionAmazon Collection 14k Gold-Filled Medium Round Saint Christopher Pendant Necklace with Stainless Steel Chain, 20""",1,1,217_img|186_img|2572_img|1999_img|4268_img|2555_img|3994_img|2043_img|4916_img|2550_img|2576_img|3307_img|1628_img|985_img|949_img|2984_img|839_img|5322_img|3046_img|1453_img
188,WALL_ART,Rivet,canvas,"Amazon Brand - Rivet Geometric Aqua and Black Modern Angled Canvas Print Wall Art in Silver Frame, 13.75"" x 13.75""",B073P117FZ.jpg,"a photo of a Amazon Brand - Rivet Geometric Aqua and Black Modern Angled Canvas Print Wall Art in Silver Frame, 13.75"" x 13.75""",1,0,188_img|4983_img|1263_img|2318_img|4572_img|4144_img|5289_img|5503_img|678_img|2516_img|3063_img|533_img|1919_img|5406_img|4465_img|5399_img|2540_img|3696_img|1329_img|5413_img
189,HOME,Pinzon by Amazon,Cotton,"Pinzon Hemstitch 400-Thread-Count Egyptian Cotton Sateen Full/Queen Duvet Set, Eggshell",B001E0V4HI.jpg,"a photo of a Pinzon Hemstitch 400-Thread-Count Egyptian Cotton Sateen Full/Queen Duvet Set, Eggshell",1,0,189_img|5454_img|2143_img|5195_img|4151_img|5455_img|4039_img|3906_img|4762_img|1568_img|1992_img|4965_img|54_img|681_img|2662_img|3028_img|1698_img|1761_img|1663_img|1125_img
190,CHAIR,Rivet,Leather,"Amazon Brand - Rivet Spear Mid-Century Modern Channel Tufted Leather Accent Chair with Wood Arms, 29.1""W, Grey",B082QCVWWF.jpg,"a photo of a Amazon Brand - Rivet Spear Mid-Century Modern Channel Tufted Leather Accent Chair with Wood Arms, 29.1""W, Grey",1,2,688_img|3244_img|190_img|5133_img|3976_img|1732_img|2797_img|950_img|1204_img|2284_img|4980_img|141_img|3230_img|5390_img|5366_img|5241_img|5258_img|3224_img|4253_img|593_img
191,TABLE,Alkove,Oak,"Marque Amazon - Alkove - Hayes - Table a rallonges en bois massif, 180 cm, Chene sauvage",B07K7K4CDY.jpg,"a photo of a Marque Amazon - Alkove - Hayes - Table a rallonges en bois massif, 180 cm, Chene sauvage",1,18,4172_img|1653_img|5401_img|1856_img|886_img|2001_img|2653_img|3630_img|633_img|179_img|572_img|4447_img|630_img|3788_img|3083_img|4279_img|2810_img|4602_img|191_img|4836_img
192,TABLE,Rivet,Metal,"Amazon Brand - Rivet Bristol Natural Edge Black Metal Side Table, Walnut",B072ZLCB3M.jpg,"a photo of a Amazon Brand - Rivet Bristol Natural Edge Black Metal Side Table, Walnut",1,0,192_img|993_img|1720_img|475_img|3788_img|1479_img|5170_img|2117_img|3194_img|5192_img|4836_img|2531_img|1614_img|1003_img|2281_img|4545_img|1577_img|3288_img|5424_img|2774_img
197,WALL_ART,Rivet,Paper,"Amazon Brand - Rivet Modern Farmhouse American Quilt Print Wall Art Decor - 27"" x 27"" Frame, Warm Grey Barnwood",B075YL5LFQ.jpg,"a photo of a Amazon Brand - Rivet Modern Farmhouse American Quilt Print Wall Art Decor - 27"" x 27"" Frame, Warm Grey Barnwood",1,1,678_img|197_img|188_img|821_img|2516_img|3063_img|533_img|592_img|1563_img|4522_img|5289_img|1329_img|2035_img|4144_img|677_img|578_img|1903_img|618_img|225_img|4344_img
199,FINENECKLACEBRACELETANKLET,Amazon Collection,Not applicableNot applicableNot applicableNot applicable,"Men's Set of 3 Black and Simulated Coral Beaded Bracelets with Anchor Medallion Bracelet, 8""x 0.3""",B06Y2HQR62.jpg,"a photo of a Men's Set of 3 Black and Simulated Coral Beaded Bracelets with Anchor Medallion Bracelet, 8""x 0.3""",1,0,199_img|1073_img|1551_img|5521_img|259_img|1400_img|3915_img|1232_img|2009_img|2325_img|4710_img|1557_img|2589_img|3260_img|1848_img|2142_img|5132_img|1868_img|4642_img|5354_img
200,HOME_FURNITURE_AND_DECOR,Amazon Brand - Solimo,Plastic,"Amazon Brand - Solimo 12-inch Wall Clock - Desginer (Silent Movement, Black Frame)",B08GL15MZ2.jpg,"a photo of a Amazon Brand - Solimo 12-inch Wall Clock - Desginer (Silent Movement, Black Frame)",1,11,1783_img|5180_img|4300_img|4393_img|79_img|752_img|5441_img|4651_img|1917_img|4480_img|621_img|200_img|2224_img|1915_img|4225_img|2448_img|4286_img|2872_img|3220_img|253_img
201,SOFA,Rivet,Leather,"Amazon Brand - Rivet Aiden Mid-Century Leather Sectional with Tapered Wood Legs, 86""W, Black",B07QFP5W3W.jpg,"a photo of a Amazon Brand - Rivet Aiden Mid-Century Leather Sectional with Tapered Wood Legs, 86""W, Black",1,0,201_img|3815_img|987_img|4200_img|2321_img|1542_img|2448_img|50_img|1188_img|3060_img|3230_img|1156_img|147_img|5133_img|1585_img|1499_img|729_img|163_img|4526_img|1019_img
202,HOME_BED_AND_BATH,Amazon Brand - Solimo,Cotton,"Amazon Brand - Solimo Amazon Brand Waterproof Mattress Protector King Size (White, 72X78 Inches)",B06VSJ5Q6W.jpg,"a photo of a Amazon Brand - Solimo Amazon Brand Waterproof Mattress Protector King Size (White, 72X78 Inches)",1,0,202_img|4339_img|4139_img|3102_img|696_img|1663_img|1437_img|5161_img|1546_img|704_img|2471_img|5480_img|321_img|926_img|4166_img|5219_img|1764_img|1397_img|4915_img|1821_img
203,CELLULAR_PHONE_CASE,Amazon Brand - Solimo,Silicon,Amazon Brand - Solimo Designer White Dog UV Printed Soft Back Case Mobile Cover for Lyf Flame 8,B0856BLQLZ.jpg,a photo of a Amazon Brand - Solimo Designer White Dog UV Printed Soft Back Case Mobile Cover for Lyf Flame 8,1,0,203_img|3236_img|3313_img|754_img|1417_img|1437_img|239_img|2441_img|5480_img|2029_img|4166_img|4359_img|5570_img|1322_img|1399_img|5472_img|1375_img|1397_img|1487_img|4116_img
204,WALL_ART,Rivet,canvas,"Amazon Brand - Rivet Abstract Brushed Blue and Yellow Canvas Print Wall Art, 36"" x 24""",B073P1H6CF.jpg,"a photo of a Amazon Brand - Rivet Abstract Brushed Blue and Yellow Canvas Print Wall Art, 36"" x 24""",1,16,2609_img|3696_img|545_img|1263_img|962_img|4302_img|246_img|431_img|1903_img|1702_img|2650_img|4983_img|3946_img|5330_img|930_img|1652_img|204_img|2671_img|5332_img|1438_img
210,HOME_FURNITURE_AND_DECOR,AmazonBasics,Tela,AmazonBasics - Sedia da ufficio con mezzo schienale a rete,B00TFJY9RC.jpg,a photo of a AmazonBasics - Sedia da ufficio con mezzo schienale a rete,0,-1,2713_img|477_img|2126_img|686_img|2272_img|2575_img|1256_img|5315_img|4793_img|3960_img|1613_img|153_img|5052_img|648_img|1707_img|1821_img|4294_img|834_img|4837_img|4116_img
211,RUG,Rivet,Polypropylene,"Amazon Brand - Rivet Old World Vintage Persian Area Rug, 5' 3"" x 7' 3"", Passion Pink",B079KV17MW.jpg,"a photo of a Amazon Brand - Rivet Old World Vintage Persian Area Rug, 5' 3"" x 7' 3"", Passion Pink",1,0,211_img|2686_img|4933_img|5370_img|5387_img|870_img|2576_img|2063_img|3199_img|4430_img|2690_img|5451_img|200_img|178_img|5322_img|38_img|5430_img|2984_img|3526_img|2031_img
215,CELLULAR_PHONE_CASE,Amazon Brand - Solimo,Plastic,Amazon Brand - Solimo Designer Multicolor Pattern 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy M21,B085118RGC.jpg,a photo of a Amazon Brand - Solimo Designer Multicolor Pattern 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy M21,1,0,215_img|4441_img|274_img|4141_img|2671_img|4988_img|4584_img|821_img|4013_img|1050_img|533_img|2010_img|2564_img|873_img|2211_img|3526_img|872_img|764_img|2441_img|3240_img
217,FINENECKLACEBRACELETANKLET,Amazon Collection,Metal,"Amazon Collection14k Gold-Filled Solid Round Saint Christopher Medal with Black Epoxy Border and Gold Plated Stainless Steel Chain, 20""",B00LCX75VQ.jpg,"a photo of a Amazon Collection14k Gold-Filled Solid Round Saint Christopher Medal with Black Epoxy Border and Gold Plated Stainless Steel Chain, 20""",1,0,217_img|186_img|2572_img|1999_img|3994_img|2550_img|4268_img|1605_img|133_img|2043_img|2598_img|2576_img|3046_img|4404_img|2984_img|4395_img|949_img|2419_img|189_img|4319_img
225,HOME,Unknown,Polipropileno,Pinzon Diamond Matelasse Sham,B000V9Y59C.jpg,a photo of a Pinzon Diamond Matelasse Sham,1,0,225_img|1568_img|2152_img|5411_img|4039_img|1765_img|2737_img|1663_img|4961_img|4522_img|4420_img|698_img|4965_img|888_img|950_img|688_img|1764_img|751_img|2143_img|1600_img
227,SOFA,Amazon Brand - Solimo,Fabric,Amazon Brand - Solimo Metro Fabric 3 seater Sofa cum Bed (Brown),B083VMZL96.jpg,a photo of a Amazon Brand - Solimo Metro Fabric 3 seater Sofa cum Bed (Brown),1,2,4870_img|4067_img|227_img|2497_img|3013_img|2443_img|4830_img|4782_img|5161_img|940_img|1074_img|709_img|748_img|5433_img|251_img|4308_img|5495_img|1382_img|4696_img|3856_img
230,TABLE,AmazonBasics,Legno,"AmazonBasics - Comodino, 45 x 38 x 50 cm, colore marrone",B07RMJPJWF.jpg,"a photo of a AmazonBasics - Comodino, 45 x 38 x 50 cm, colore marrone",0,-1,3083_img|27_img|828_img|1074_img|5399_img|2810_img|4602_img|592_img|3477_img|5049_img|5313_img|2281_img|1821_img|2540_img|5375_img|680_img|4275_img|1653_img|2001_img|1527_img
231,SOFA,Rivet,"Velvet, Hardwood frame, Metal legs","Amazon Brand - Rivet Emerly Modern Sofa, 83.5""W, Emerald",B07HZ48ZXS.jpg,"a photo of a Amazon Brand - Rivet Emerly Modern Sofa, 83.5""W, Emerald",1,0,231_img|2012_img|3060_img|1410_img|4866_img|294_img|494_img|4555_img|5383_img|4001_img|2448_img|3626_img|560_img|4699_img|4830_img|791_img|2741_img|5332_img|3942_img|1915_img
235,CELLULAR_PHONE_CASE,Amazon Brand - Solimo,Silicone,Amazon Brand - Solimo Designer Golden Butterfly Pattern UV Printed Soft Back Case Mobile Cover for Tecno Camon i Twin,B0853X9ZNF.jpg,a photo of a Amazon Brand - Solimo Designer Golden Butterfly Pattern UV Printed Soft Back Case Mobile Cover for Tecno Camon i Twin,1,0,235_img|4025_img|4584_img|5446_img|4141_img|4404_img|764_img|5561_img|2600_img|4792_img|2659_img|94_img|2564_img|1640_img|1590_img|4382_img|2403_img|1370_img|4537_img|3095_img
239,RUG,Rivet,80% Wool 20% Cotton,"Amazon Brand - Rivet Contemporary Linear Distressed Wool Area Rug, 5 x 8 Foot, Grey",B0735RJPDH.jpg,"a photo of a Amazon Brand - Rivet Contemporary Linear Distressed Wool Area Rug, 5 x 8 Foot, Grey",1,5,5070_img|2528_img|1322_img|5194_img|3178_img|239_img|1691_img|5096_img|1702_img|317_img|38_img|2959_img|4217_img|5464_img|2404_img|539_img|5510_img|332_img|5241_img|1361_img
242,SHOES,The Fix,Leather,"Amazon Brand - The Fix Women's Garza Whipstitch Platform Dress Sandal, Black/Green, 11 B US",B01MSD6XXM.jpg,"a photo of a Amazon Brand - The Fix Women's Garza Whipstitch Platform Dress Sandal, Black/Green, 11 B US",1,0,242_img|4124_img|4283_img|4504_img|1625_img|5584_img|5457_img|4269_img|2961_img|1580_img|543_img|1042_img|1571_img|1833_img|826_img|5266_img|5065_img|1507_img|764_img|4001_img
243,FINERING,Amazon Collection,No aplica,"Amazon CollectionYellow Gold-Plated Sterling Silver Swarovski Zirconia Princess Eternity Band Ring, Size 7",B07359D5LK.jpg,"a photo of a Amazon CollectionYellow Gold-Plated Sterling Silver Swarovski Zirconia Princess Eternity Band Ring, Size 7",1,0,243_img|772_img|2957_img|5418_img|787_img|20_img|708_img|2589_img|3095_img|5131_img|4819_img|1073_img|259_img|5521_img|248_img|4710_img|5132_img|5394_img|1292_img|3843_img
246,WALL_ART,Stone & Beam,canvas,"Amazon Brand - Stone & Beam Abstract Grey and Gold Print on Canvas Wall Art, 24"" x 24""",B073P1JNF6.jpg,"a photo of a Amazon Brand - Stone & Beam Abstract Grey and Gold Print on Canvas Wall Art, 24"" x 24""",1,0,246_img|962_img|4302_img|545_img|952_img|2035_img|5391_img|3946_img|1359_img|2650_img|5330_img|1122_img|2609_img|3696_img|4842_img|4151_img|1329_img|431_img|4944_img|5036_img
247,KITCHEN,AmazonBasics,Others,"(Renewed) AmazonBasics 18-Piece Kitchen Dinnerware Set, Dishes, Bowls, Service for 6, Sketch",B0848Q9NGZ.jpg,"a photo of a (Renewed) AmazonBasics 18-Piece Kitchen Dinnerware Set, Dishes, Bowls, Service for 6, Sketch",1,3,4780_img|4436_img|312_img|247_img|5285_img|5147_img|5235_img|5560_img|54_img|4040_img|1019_img|1546_img|1694_img|860_img|4526_img|729_img|3979_img|1766_img|2167_img|2034_img
