product_id,ProductType,Brand,Material,ProductTitle,Image,prompt_text,hit,rank,retrieved_ids
4493,FINERING,Amazon Collection,No aplica,"Amazon CollectionRose Gold-Plated Sterling Silver Swarovski Zirconia Princess All-Around Ring, Size 7",B07358N2VL.jpg,"a photo of a Amazon CollectionRose Gold-Plated Sterling Silver Swarovski Zirconia Princess All-Around Ring, Size 7",1,1,5506_img|4493_img|4897_img|5007_img|5578_img|4896_img|5319_img|4700_img|5557_img|4847_img|5485_img|5062_img|4601_img|4885_img|5183_img|4687_img|4987_img|4592_img|5128_img|5129_img
4494,FINERING,Amazon Collection,platina - platerade - silver,"Platinum-platerad sterling silver prinsessskuren patiensring gjord med Swarovski-zirkonia (2 cttw), storlek 8",B00FXWARGW.jpg,"a photo of a Platinum-platerad sterling silver prinsessskuren patiensring gjord med Swarovski-zirkonia (2 cttw), storlek 8",0,-1,4729_img|4592_img|4896_img|5498_img|5183_img|4601_img|5206_img|5450_img|4697_img|4932_img|4945_img|4863_img|4486_img|4875_img|4483_img|5319_img|5131_img|4874_img|5292_img|4959_img
4495,HOME_BED_AND_BATH,Pinzon by Amazon,100% cotton,"Pinzon Hemstitch 400TC Egyptian Cotton Sateen Fitted Sheets, Smokey Blue 175 x 190 x 40 cm",B00MPODHOA.jpg,"a photo of a Pinzon Hemstitch 400TC Egyptian Cotton Sateen Fitted Sheets, Smokey Blue 175 x 190 x 40 cm",1,0,4495_img|4835_img|5502_img|4942_img|4962_img|5595_img|5310_img|4772_img|4831_img|5321_img|4993_img|5286_img|4856_img|4874_img|5572_img|4871_img|4697_img|5175_img|4572_img|5469_img
4496,CELLULAR_PHONE_CASE,Amazon Brand - Solimo,Canvas,Amazon Brand - Solimo Designer Pick up 3D Printed Hard Back Case Mobile Cover for Micromax Canvas Selfie Lens Q345,B07T2541LB.jpg,a photo of a Amazon Brand - Solimo Designer Pick up 3D Printed Hard Back Case Mobile Cover for Micromax Canvas Selfie Lens Q345,0,-1,5177_img|4769_img|4634_img|4691_img|4947_img|5334_img|4972_img|4883_img|4645_img|4927_img|5029_img|5230_img|4528_img|5481_img|5500_img|5098_img|4743_img|4975_img|4919_img|4775_img
4497,CHAIR,Stone & Beam,Hardwood legs and frame; Cotton fabric,"Amazon Brand - Stone & Beam Alaina Upholstered Dining Room Kitchen Chairs, 20""W, Set of 2, Navy Blue",B07B78M186.jpg,"a photo of a Amazon Brand - Stone & Beam Alaina Upholstered Dining Room Kitchen Chairs, 20""W, Set of 2, Navy Blue",1,0,4497_img|4542_img|5185_img|4748_img|4886_img|5146_img|4923_img|5151_img|5552_img|4714_img|4912_img|5358_img|4874_img|5403_img|4643_img|4481_img|4843_img|5102_img|5186_img|5093_img
4498,WALL_ART,Rivet,paper,"Amazon Brand - Rivet Black and White Blueprint of London Underground, Black Frame, 17"" x 12""",B073P13J3N.jpg,"a photo of a Amazon Brand - Rivet Black and White Blueprint of London Underground, Black Frame, 17"" x 12""",1,0,4498_img|4635_img|5377_img|4630_img|5003_img|4624_img|4570_img|5162_img|4707_img|4682_img|5250_img|5092_img|4867_img|4501_img|4805_img|4759_img|4763_img|5142_img|5289_img|4541_img
4499,HOME_BED_AND_BATH,AmazonBasics,Tessuto,"AmazonBasics - Tenda Termica Isolante Oscurante con 2 fermatenda, 1 pannello, 135 x 244 cm - Blu navy",B01DFDR1HI.jpg,"a photo of a AmazonBasics - Tenda Termica Isolante Oscurante con 2 fermatenda, 1 pannello, 135 x 244 cm - Blu navy",1,0,4499_img|4667_img|4666_img|4831_img|5201_img|4548_img|4813_img|4880_img|5564_img|4689_img|5008_img|4723_img|4706_img|4680_img|4804_img|4745_img|4928_img|5514_img|5326_img|4993_img
4500,KITCHEN,Amazon Brand - Solimo,Stainless Steel,"Amazon Brand - Solimo Tri-ply Stainless Steel Induction Base Sauce Pan with Steel lid (14cm, 1L)",B08BVMGP93.jpg,"a photo of a Amazon Brand - Solimo Tri-ply Stainless Steel Induction Base Sauce Pan with Steel lid (14cm, 1L)",1,2,4611_img|4821_img|4500_img|5518_img|4543_img|5030_img|5323_img|4754_img|4553_img|5393_img|5021_img|5071_img|4661_img|4892_img|4869_img|4958_img|4725_img|5437_img|5358_img|4835_img
4501,WALL_ART,Rivet,Paper,"Amazon Brand - Rivet Modern Black and White Floating Woman Photo Print Framed Wall Art Decor - 18 x 22 Inch Frame, Silver",B075YSPG2K.jpg,"a photo of a Amazon Brand - Rivet Modern Black and White Floating Woman Photo Print Framed Wall Art Decor - 18 x 22 Inch Frame, Silver",1,1,4744_img|4501_img|4805_img|4635_img|4630_img|5003_img|5328_img|4541_img|5100_img|5377_img|4624_img|4759_img|5436_img|5159_img|5257_img|4983_img|4770_img|4763_img|4972_img|5563_img
4502,HOME_BED_AND_BATH,AmazonBasics,"80% Polyester, 20% Cotton","AmazonBasics Hypoallergenic Quilted Mattress Pad, 18"" Deep, Cal-King (Renewed)",B07S8GBN6J.jpg,"a photo of a AmazonBasics Hypoallergenic Quilted Mattress Pad, 18"" Deep, Cal-King (Renewed)",1,0,4502_img|4997_img|5455_img|5233_img|5144_img|5058_img|4626_img|5326_img|4957_img|4712_img|4898_img|4650_img|4915_img|5380_img|5569_img|5591_img|5406_img|5359_img|5270_img|5419_img
4503,RUG,Stone & Beam,wool,"Amazon Brand - Stone & Beam Modern Textured Pattern Farmhouse Wool Area Rug, 8 x 10 Foot, Aqua",B071J4VYJL.jpg,"a photo of a Amazon Brand - Stone & Beam Modern Textured Pattern Farmhouse Wool Area Rug, 8 x 10 Foot, Aqua",0,-1,4901_img|4605_img|5119_img|4579_img|4952_img|4618_img|5070_img|4717_img|5406_img|4891_img|5469_img|4721_img|5051_img|4978_img|5503_img|5365_img|5237_img|5265_img|4569_img|5400_img
4504,SHOES,Flavia,Polyurethane,Flavia Women's Gold Fashion Slippers-7 UK (39 EU) (8 US) (FL/203/GLD),B07XRYM9C2.jpg,a photo of a Flavia Women's Gold Fashion Slippers-7 UK (39 EU) (8 US) (FL/203/GLD),1,0,4504_img|5457_img|5546_img|5431_img|5463_img|4882_img|5584_img|5539_img|4647_img|5105_img|5324_img|5293_img|5579_img|5035_img|5264_img|5048_img|5590_img|4944_img|5036_img|5405_img
4505,TABLE,AmazonBasics,Bois,"Movian Semme - Buffet, 120 x 40 x 85,5 cm, Marron",B07RMYWYN9.jpg,"a photo of a Movian Semme - Buffet, 120 x 40 x 85,5 cm, Marron",0,-1,4746_img|5282_img|5019_img|4646_img|5205_img|4678_img|5372_img|4587_img|4761_img|4917_img|5068_img|5396_img|4990_img|5424_img|4858_img|5344_img|5057_img|5320_img|4756_img|5329_img
4506,KITCHEN,AmazonBasics,plastic,"AmazonBasics 3 Compartment Meal Prep Containers - BPA Free, Microwave/Dishwasher/Freezer Safe, 36 ounces, 20-Pack",B07VM19MD8.jpg,"a photo of a AmazonBasics 3 Compartment Meal Prep Containers - BPA Free, Microwave/Dishwasher/Freezer Safe, 36 ounces, 20-Pack",1,0,4506_img|4778_img|5014_img|5456_img|4781_img|5005_img|4734_img|5235_img|4491_img|5532_img|5285_img|5253_img|4921_img|4786_img|5594_img|5480_img|5575_img|5560_img|5102_img|4745_img
4507,SOFA,Rivet,"Polyester fabric, sturdy hardwood frame and solid beech wood legs","Amazon Brand - Rivet Revolve Modern Upholstered Sofa Bed, 70""W, Denim Blue",B072C8Q9S8.jpg,"a photo of a Amazon Brand - Rivet Revolve Modern Upholstered Sofa Bed, 70""W, Denim Blue",1,0,4507_img|4796_img|5137_img|4636_img|5178_img|4806_img|4606_img|5146_img|5514_img|4666_img|5299_img|4548_img|5383_img|5284_img|5336_img|4756_img|4914_img|5572_img|4765_img|5365_img
4508,FINEEARRING,Amazon Collection,metal,"Certified 14k White Gold Diamond with Screw Back and Post Stud Earrings (3/4cttw, J-K Color, I1-I2 Clarity)",B01LXO2VLD.jpg,"a photo of a Certified 14k White Gold Diamond with Screw Back and Post Stud Earrings (3/4cttw, J-K Color, I1-I2 Clarity)",1,4,5452_img|5044_img|4818_img|4675_img|4508_img|5597_img|4697_img|5292_img|5440_img|4754_img|4850_img|4816_img|5307_img|4891_img|5073_img|5493_img|5371_img|4758_img|4931_img|4692_img
4509,HOME,Pinzon by Amazon,saten,"Pinzon Hotel Stitch 400-thread-count (saten de algodon Egipcio Almohada Sham, Verde Salvia, Estandar, 1",B000RGWFFA.jpg,"a photo of a Pinzon Hotel Stitch 400-thread-count (saten de algodon Egipcio Almohada Sham, Verde Salvia, Estandar, 1",1,1,5243_img|4509_img|4848_img|5002_img|4878_img|4800_img|5554_img|4483_img|4959_img|4547_img|4903_img|5276_img|4838_img|4711_img|4605_img|4863_img|5361_img|4787_img|5355_img|4745_img
4510,SOFA,Movian,polyester,"Ett marke fran Amazon - Movian Lina - 2,5-sits soffa, 82 x 184 x 82 cm (L x B x H) 2,5-sits soffa 82 x 184 x 82 cm (L x B x H) Blassrosa, svart traben",B07VMLDRB7.jpg,"a photo of a Ett marke fran Amazon - Movian Lina - 2,5-sits soffa, 82 x 184 x 82 cm (L x B x H) 2,5-sits soffa 82 x 184 x 82 cm (L x B x H) Blassrosa, svart traben",1,0,4510_img|5072_img|5490_img|5296_img|4868_img|4855_img|5344_img|5515_img|5381_img|5428_img|5244_img|5240_img|5178_img|5568_img|4756_img|5332_img|4623_img|4617_img|4768_img|5064_img
4511,SHOES,Flavia,Cotton,Flavia Women's Running Shoes (36 EU) (5 US) (F/HD00371/PNKGRY_Pink/Grey_4 UK),B07YSPSXCM.jpg,a photo of a Flavia Women's Running Shoes (36 EU) (5 US) (F/HD00371/PNKGRY_Pink/Grey_4 UK),1,0,4511_img|5430_img|4833_img|5312_img|5487_img|5590_img|5370_img|5387_img|5140_img|4824_img|5420_img|4653_img|5431_img|5457_img|5402_img|4546_img|5259_img|4847_img|5264_img|4909_img
4512,HOME,Pinzon by Amazon,Poliester,"Pinzon Cortinas Opacas, Juego de 2",B00DDOOL8C.jpg,"a photo of a Pinzon Cortinas Opacas, Juego de 2",0,-1,5568_img|4524_img|4748_img|5440_img|5352_img|5547_img|4622_img|4922_img|5306_img|5141_img|4671_img|4850_img|5236_img|5200_img|4773_img|5088_img|5385_img|5113_img|5020_img|5447_img
4513,TABLE,Amazon Brand - Solimo,Wood,Amazon Brand - Solimo Xena Solid Wood Console Table (Cocoa Finish),B07PMS5D2D.jpg,a photo of a Amazon Brand - Solimo Xena Solid Wood Console Table (Cocoa Finish),1,1,5186_img|4513_img|5368_img|5152_img|4977_img|5032_img|5080_img|4907_img|5255_img|5416_img|5451_img|4940_img|4758_img|5053_img|4588_img|5013_img|5568_img|5067_img|5306_img|5329_img
4514,CELLULAR_PHONE_CASE,Amazon Brand - Solimo,Wood,Amazon Brand - Solimo Designer Star Impression On Wood 3D Printed Hard Back Case Mobile Cover for Vivo Y27L,B07TF1D96M.jpg,a photo of a Amazon Brand - Solimo Designer Star Impression On Wood 3D Printed Hard Back Case Mobile Cover for Vivo Y27L,1,0,4514_img|4496_img|4877_img|5548_img|4634_img|5230_img|5541_img|4743_img|4721_img|4584_img|4941_img|4798_img|5013_img|4578_img|4883_img|5101_img|5339_img|5500_img|5122_img|4645_img
4515,FINERING,Amazon Collection,metal,"Sterling Silver Diamond Accent Band Ring, Size 6",B0060RP5A2.jpg,"a photo of a Sterling Silver Diamond Accent Band Ring, Size 6",1,5,5533_img|5581_img|5444_img|4710_img|5363_img|4515_img|4716_img|5543_img|5558_img|4738_img|5213_img|5593_img|5132_img|5297_img|4799_img|4753_img|5128_img|5160_img|4842_img|4742_img
4516,HOME_FURNITURE_AND_DECOR,Amazon Brand - Solimo,Plastic,"Amazon Brand - Solimo 1-Door Foldable Wardrobe, 4 Racks, Beige",B07QXKC3TM.jpg,"a photo of a Amazon Brand - Solimo 1-Door Foldable Wardrobe, 4 Racks, Beige",1,6,5149_img|5460_img|4925_img|5582_img|4733_img|5092_img|4516_img|4560_img|5057_img|4917_img|5484_img|5282_img|5126_img|5325_img|5320_img|4761_img|5306_img|4851_img|4588_img|5113_img
4517,WALL_ART,Rivet,Wood,"Amazon Brand - Rivet Watercolor Green Leaf Print Wall Art in a White Wood Frame, 20"" x 20""",B073P511YV.jpg,"a photo of a Amazon Brand - Rivet Watercolor Green Leaf Print Wall Art in a White Wood Frame, 20"" x 20""",1,0,4517_img|5277_img|5536_img|5328_img|5331_img|4959_img|4863_img|5382_img|5598_img|4501_img|4805_img|5435_img|5421_img|4555_img|4983_img|4903_img|5197_img|4913_img|4787_img|5355_img
4518,HOME_FURNITURE_AND_DECOR,Stone & Beam,velvet,"Amazon Brand - Stone & Beam Leila Velvet Tufted Sofa, 69""W, Navy Blue",B075X4VR52.jpg,"a photo of a Amazon Brand - Stone & Beam Leila Velvet Tufted Sofa, 69""W, Navy Blue",1,0,4518_img|4914_img|4796_img|4636_img|4886_img|4993_img|5239_img|5439_img|5220_img|5146_img|4681_img|5284_img|5514_img|4802_img|4717_img|4666_img|5093_img|5314_img|5137_img|5348_img
4519,FINENECKLACEBRACELETANKLET,Amazon Collection,Metal,"Sterling Silver and 14k Yellow Gold Citrine and Diamond-Accent Tear Drop Pendant Necklace, 18""",B005GT0GCM.jpg,"a photo of a Sterling Silver and 14k Yellow Gold Citrine and Diamond-Accent Tear Drop Pendant Necklace, 18""",1,0,4519_img|5434_img|4574_img|5482_img|4810_img|5535_img|5165_img|4938_img|5291_img|5537_img|4908_img|4785_img|5172_img|5041_img|4728_img|5519_img|5081_img|4547_img|5286_img|5295_img
4520,FINENECKLACEBRACELETANKLET,Amazon Collection,Fine-other-material,"ellie byrd 10k Gold Two Tone Initial ""G"" Disc Necklace, 18""",B01LYW929B.jpg,"a photo of a ellie byrd 10k Gold Two Tone Initial ""G"" Disc Necklace, 18""",1,3,5187_img|4979_img|4893_img|4520_img|4574_img|5214_img|4658_img|5167_img|4638_img|4881_img|5150_img|4841_img|4661_img|5113_img|4785_img|4519_img|4788_img|5434_img|4938_img|5291_img
4521,HOME,Pinzon by Amazon,Polyester,"Pike Street Microfiber Reversible Down Alternative Twin Extra-Long Comforter Set, Pink/Lilac",B002CQV4G4.jpg,"a photo of a Pike Street Microfiber Reversible Down Alternative Twin Extra-Long Comforter Set, Pink/Lilac",1,0,4521_img|5317_img|5215_img|5426_img|4928_img|4736_img|5296_img|5591_img|5522_img|5479_img|5242_img|5095_img|4792_img|5442_img|5455_img|4813_img|4666_img|4680_img|5590_img|5144_img
4522,HOME,UMI,Chenille,"UMI Chenille Microfiber Bath Rug Floor mat for Spa Vanity Shower Super Soft Machine Washable for Bathroom/Kitchen Water Absorbent Anti-Skid Bedroom Area Rugs (21"" x 34"", White and Navy)",B08FDVHZ5Q.jpg,"a photo of a UMI Chenille Microfiber Bath Rug Floor mat for Spa Vanity Shower Super Soft Machine Washable for Bathroom/Kitchen Water Absorbent Anti-Skid Bedroom Area Rugs (21"" x 34"", White and Navy)",0,-1,4992_img|5359_img|4915_img|5380_img|4952_img|5365_img|5570_img|5462_img|4706_img|5389_img|5249_img|4972_img|5572_img|4973_img|4563_img|5162_img|5531_img|4953_img|4717_img|5218_img
4523,CHAIR,Movian,plastic,"Amazon Brand - Movian Arendsee Set of 2 Dining Chairs, 55 x 48.5 x 85 cm, Grey",B07QTD914H.jpg,"a photo of a Amazon Brand - Movian Arendsee Set of 2 Dining Chairs, 55 x 48.5 x 85 cm, Grey",1,0,4523_img|4773_img|5064_img|5268_img|4481_img|5586_img|5534_img|4755_img|4497_img|5072_img|5490_img|4714_img|5241_img|5123_img|4748_img|4586_img|4969_img|4587_img|5298_img|5010_img
4524,CHAIR,Strathwood by Amazon.com,Wicker,"Strathwood Camano All-Weather Wicker Bar Chair with Teak Arm Rests, Set of 2",B000W7DYJU.jpg,"a photo of a Strathwood Camano All-Weather Wicker Bar Chair with Teak Arm Rests, Set of 2",1,3,4748_img|5185_img|5407_img|4524_img|4956_img|4585_img|4542_img|5281_img|4647_img|4718_img|4880_img|5528_img|4817_img|4628_img|5555_img|4776_img|5547_img|5306_img|4708_img|5412_img
4525,HOME_FURNITURE_AND_DECOR,Pinzon by Amazon,Wolle,"Pinzon Badteppich Sketchy Floral Wolle - Handgetuftet Teppich, 5x8",B001LF4I7E.jpg,"a photo of a Pinzon Badteppich Sketchy Floral Wolle - Handgetuftet Teppich, 5x8",1,1,5054_img|4525_img|5207_img|5428_img|5296_img|4884_img|4522_img|5041_img|5425_img|5288_img|5240_img|4617_img|5446_img|5322_img|5104_img|5330_img|5194_img|4809_img|5058_img|5311_img
4526,KITCHEN,AmazonBasics,Cast Iron,"AmazonBasics Pre-Seasoned Cast Iron 5-Piece Kitchen Cookware Set, Pots and Pans (Renewed)",B07VYS44D3.jpg,"a photo of a AmazonBasics Pre-Seasoned Cast Iron 5-Piece Kitchen Cookware Set, Pots and Pans (Renewed)",1,0,4526_img|5552_img|5358_img|4791_img|5285_img|5513_img|4563_img|5585_img|4773_img|4781_img|5147_img|5560_img|5107_img|4786_img|4506_img|4911_img|4725_img|5235_img|5594_img|5020_img
4527,HOME,UMI,cotton-blend,"UMI Brushed Cotton Blended Duvet Cover Set, Pure White, King",B07T2D2G82.jpg,"a photo of a UMI Brushed Cotton Blended Duvet Cover Set, Pure White, King",1,2,5426_img|4961_img|4527_img|4782_img|5442_img|5569_img|5522_img|5144_img|5233_img|5249_img|4795_img|5530_img|5316_img|5567_img|4781_img|5034_img|5061_img|4555_img|5242_img|4770_img
4528,CELLULAR_PHONE_CASE,Amazon Brand - Solimo,Silicone,Amazon Brand - Solimo Designer Printed Mobile Cover (Soft & Flexible Back case) for OnePlus 7 Pro (D1063),B07SH23YWQ.jpg,a photo of a Amazon Brand - Solimo Designer Printed Mobile Cover (Soft & Flexible Back case) for OnePlus 7 Pro (D1063),1,13,4691_img|4645_img|5481_img|4947_img|4883_img|4927_img|5029_img|4769_img|5334_img|5230_img|5025_img|4972_img|5122_img|4528_img|5500_img|5177_img|5262_img|4939_img|4722_img|5111_img
4529,SOFA,Stone & Beam,stone,"Amazon Brand - Stone & Beam Andover Modern Sofa Couch, 78""W, Sand",B07B4M4HDS.jpg,"a photo of a Amazon Brand - Stone & Beam Andover Modern Sofa Couch, 78""W, Sand",1,1,4686_img|4529_img|5459_img|4616_img|5226_img|4636_img|5491_img|5252_img|5489_img|4678_img|4832_img|5555_img|4599_img|4866_img|4516_img|4950_img|4732_img|5083_img|4583_img|5505_img
4530,HOME,Amazon Brand - Solimo,Fabric,"Amazon Brand - Solimo Over the Door Shoe Organiser, 24 Pockets, Black",B07YGC3ZCW.jpg,"a photo of a Amazon Brand - Solimo Over the Door Shoe Organiser, 24 Pockets, Black",1,3,5092_img|5496_img|5398_img|4530_img|4685_img|5488_img|5375_img|5057_img|5003_img|4751_img|5460_img|4925_img|5588_img|4552_img|5103_img|5372_img|4761_img|5080_img|5294_img|5047_img
4531,CHAIR,Ravenna Home,Faux Leather,"Amazon Brand - Ravenna Home Goodwin Faux Leather Tufted Wingback Club Accent Chair, 33""W, Brown",B07DBGPV4C.jpg,"a photo of a Amazon Brand - Ravenna Home Goodwin Faux Leather Tufted Wingback Club Accent Chair, 33""W, Brown",1,1,4980_img|4531_img|4814_img|5037_img|4650_img|5120_img|4969_img|5346_img|5133_img|5211_img|4839_img|5366_img|4622_img|4749_img|5306_img|5351_img|5356_img|5416_img|5121_img|4798_img
4532,SOFA,Alkove,Tissu,"Marque Amazon - Alkove Elvas - Petit module repose-pieds pour canape modulaire, 48 x 93 cm, Vert citron",B07SFXGSFN.jpg,"a photo of a Marque Amazon - Alkove Elvas - Petit module repose-pieds pour canape modulaire, 48 x 93 cm, Vert citron",1,0,4532_img|5399_img|5433_img|4559_img|4775_img|4787_img|5355_img|5247_img|4902_img|4776_img|5376_img|4903_img|4617_img|4956_img|4838_img|5598_img|4652_img|4751_img|4855_img|5554_img
4533,WALL_ART,Rivet,paper,"Amazon Brand - Rivet Mid Century Modern Marbled Abstract Geode II Print Framed Wall Art Decor - 19"" x 23"" Frame, Cool Wood-Tone",B075YNL763.jpg,"a photo of a Amazon Brand - Rivet Mid Century Modern Marbled Abstract Geode II Print Framed Wall Art Decor - 19"" x 23"" Frame, Cool Wood-Tone",1,0,4533_img|4759_img|4621_img|5117_img|4996_img|4983_img|5197_img|4501_img|4805_img|5225_img|5003_img|5331_img|5159_img|5382_img|4600_img|4567_img|4517_img|4904_img|5100_img|5476_img
4534,RUG,Rivet,wool,"Amazon Brand - Rivet Modern Geometric Triangle Wool Area Rug, 8 x 10 Foot, Blue Ivory",B0732HXZQW.jpg,"a photo of a Amazon Brand - Rivet Modern Geometric Triangle Wool Area Rug, 8 x 10 Foot, Blue Ivory",0,-1,5227_img|4721_img|5265_img|5010_img|4713_img|5261_img|4957_img|4717_img|4930_img|4548_img|5232_img|5464_img|4937_img|4549_img|5015_img|5415_img|5406_img|5096_img|5365_img|5333_img
4535,HOME_FURNITURE_AND_DECOR,Movian,Legno,"Marchio Amazon - Movian Lijoki - Mobile TV, 185 x 31 x 42 cm (L x P x A), colore bianco",B07S24M5RK.jpg,"a photo of a Marchio Amazon - Movian Lijoki - Mobile TV, 185 x 31 x 42 cm (L x P x A), colore bianco",1,0,4535_img|5263_img|5023_img|5484_img|5582_img|5106_img|5205_img|5282_img|4674_img|4761_img|4917_img|5068_img|5316_img|5471_img|4801_img|5189_img|5320_img|5432_img|4756_img|4505_img
4536,FINERING,Amazon Collection,Metal,"Platinum-Plated Sterling Silver Round-Cut 5-Stone Ring made with Swarovski Zirconia (1.25 cttw), Size 7",B00FXWATW4.jpg,"a photo of a Platinum-Plated Sterling Silver Round-Cut 5-Stone Ring made with Swarovski Zirconia (1.25 cttw), Size 7",1,0,4536_img|5409_img|4738_img|5213_img|5040_img|4649_img|4515_img|4963_img|5059_img|5132_img|5297_img|4683_img|4845_img|4627_img|5444_img|5438_img|5558_img|5074_img|4710_img|4910_img
